Variable name,Time in Play,Data Point
Player Position,0:2.99,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:2.99,100
Player Position,0:5.99,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:5.99,100
Player Position,0:9.01,World Position: (-16.15, -2.92, -67.26)
PlayerHealth,0:9.01,100
Player Position,0:12.01,World Position: (-16.15, -2.43, -67.26)
PlayerHealth,0:12.01,100
Player Position,0:15.03,World Position: (-13.60, -1.95, -66.30)
PlayerHealth,0:15.03,100
Sonar Pulse Triggered,0:16.86,World Position Trigger Point: (-4.48, -1.72, -62.09)Sonar Pulse: 1
Sonar Scanner Clicked,0:16.93,World Position Trigger Point: (-5.46, -1.92, -61.17)Sonar Scanner: 1
Player Position,0:18.05,World Position: (4.22, -1.92, -51.48)
PlayerHealth,0:18.05,100
Sonar Pulse Triggered,0:18.43,World Position Trigger Point: (9.55, -1.72, -48.15)Sonar Pulse: 2
Sonar Scanner Clicked,0:18.46,World Position Trigger Point: (8.50, -1.92, -47.21)Sonar Scanner: 2
Sonar Pulse Triggered,0:20.07,World Position Trigger Point: (23.53, -1.86, -34.50)Sonar Pulse: 3
Sonar Scanner Clicked,0:20.13,World Position Trigger Point: (22.44, -2.07, -34.07)Sonar Scanner: 3
Player Position,0:21.13,World Position: (33.72, -2.07, -28.49)
PlayerHealth,0:21.13,100
Sonar Pulse Triggered,0:21.90,World Position Trigger Point: (40.51, -1.87, -24.63)Sonar Pulse: 4
Sonar Scanner Clicked,0:21.97,World Position Trigger Point: (40.75, -2.07, -26.05)Sonar Scanner: 4
Player Position,0:24.14,World Position: (55.14, -0.40, -13.72)
PlayerHealth,0:24.14,100
Player Position,0:27.17,World Position: (65.20, 0.51, 14.69)
PlayerHealth,0:27.17,100
Player Position,0:30.19,World Position: (64.93, 0.51, 14.75)
PlayerHealth,0:30.19,100
Player Position,0:32.69,World Position: (73.16, 0.51, 21.80)
PlayerHealth,0:32.69,100
